name,diet,lived_in,type,length,taxonomy,named_by,species,link,period name,period start (million years ago),period end (million years ago),Kingdom,Phylum,Class,Order,Suborder,Infraorder,Family
irritator,carnivorous,Brazil,large theropod,6.5m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Spinosauridae Spinosaurinae,Martill Cruickshank Frey Small and Clarke (1996),challengeri,https://www.nhm.ac.uk/discover/dino-directory/irritator.html,Early Cretaceous,112,99,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Spinosauroidea,Spinosauridae
isisaurus,herbivorous,India,sauropod,,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,Jain and Bandyopadhyay (1997),colberti,https://www.nhm.ac.uk/discover/dino-directory/isisaurus.html,Late Cretaceous,71,65,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Macronaria
janenschia,herbivorous,Tanzania,sauropod,20.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria,Wild (1991),robusta,https://www.nhm.ac.uk/discover/dino-directory/janenschia.html,Late Jurassic,154,151,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Macronaria
jaxartosaurus,herbivorous,Kazakhstan,euornithopod,9.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Lambeosaurinae,Riabinin (1939),aralensis,https://www.nhm.ac.uk/discover/dino-directory/jaxartosaurus.html,Late Cretaceous,94,84,Dinosauria,Ornithischia,Genasauria,Cerapoda,Ornithopoda,Euornithopoda,Iguanadontia
jingshanosaurus,herbivorous,China,sauropod,5.0m,Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria,Zhang and Yang (1995),xinwaensis,https://www.nhm.ac.uk/discover/dino-directory/jingshanosaurus.html,Early Jurassic,205,190,Dinosauria,Saurischia,Sauropodomorpha,Prosauropoda,Plateosauria,,
jinzhousaurus,herbivorous,China,euornithopod,,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea,Wang and Xu (2001),yangi,https://www.nhm.ac.uk/discover/dino-directory/jinzhousaurus.html,Early Cretaceous,127,121,Dinosauria,Ornithischia,Genasauria,Cerapoda,Ornithopoda,Euornithopoda,Iguanadontia
jobaria,herbivorous,Niger,sauropod,21.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria,Sereno Beck Dutheil Larsson Lyon Moussa Sadleir Sidor Varricchio Wilson and Wilson (1999),tiguidensis,https://www.nhm.ac.uk/discover/dino-directory/jobaria.html,Early Cretaceous,132,94,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Macronaria
juravenator,carnivorous,Germany,small theropod,0.8m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Compsognathidae,Göhlich &amp; Chiappe (2006),starki,https://www.nhm.ac.uk/discover/dino-directory/juravenator.html,Late Jurassic,154,151,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
kentrosaurus,herbivorous,Tanzania,armoured dinosaur,5.0m,Dinosauria Ornithischia Genasauria Thyreophora Stegosauria Stegosauridae Stegosaurinae,Hennig (1915),aethiopicus,https://www.nhm.ac.uk/discover/dino-directory/kentrosaurus.html,Late Jurassic,155,150,Dinosauria,Ornithischia,Genasauria,Thyreophora,Stegosauria,Stegosauridae,Stegosaurinae
khaan,omnivorous,Mongolia,small theropod,1.8m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Caenagnathoidea Oviraptoridae Ingeniinae,Clark Norell and Barsbold (2001),mckennai,https://www.nhm.ac.uk/discover/dino-directory/khaan.html,Late Cretaceous,81,75,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
kotasaurus,herbivorous,India,sauropod,9.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda,Yadagiri (1988),yamanpalliensis,https://www.nhm.ac.uk/discover/dino-directory/kotasaurus.html,Early Jurassic,205,180,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,,,
kritosaurus,herbivorous,USA,euornithopod,8.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae,Brown (1910),navajovius,https://www.nhm.ac.uk/discover/dino-directory/kritosaurus.html,Late Cretaceous,78,74,Dinosauria,Ornithischia,Genasauria,Cerapoda,Ornithopoda,Euornithopoda,Iguanadontia
lambeosaurus,herbivorous,Canada,euornithopod,9.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Lambeosaurinae,Parks (1923),lambei,https://www.nhm.ac.uk/discover/dino-directory/lambeosaurus.html,Late Cretaceous,76,74,Dinosauria,Ornithischia,Genasauria,Cerapoda,Ornithopoda,Euornithopoda,Iguanadontia
lapparentosaurus,herbivorous,Madagascar,sauropod,,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes,Bonaparte (1986),madagascariensis,https://www.nhm.ac.uk/discover/dino-directory/lapparentosaurus.html,Mid Jurassic,169,164,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Macronaria
leaellynasaura,herbivorous,Australia,euornithopod,2.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda,Rich and Rich (1989),amicagraphica,https://www.nhm.ac.uk/discover/dino-directory/leaellynasaura.html,Early Cretaceous,115,110,Dinosauria,Ornithischia,Genasauria,Cerapoda,Ornithopoda,Euornithopoda,
leptoceratops,herbivorous,USA,ceratopsian,3.0m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria,Brown (1914),gracilis,https://www.nhm.ac.uk/discover/dino-directory/leptoceratops.html,Late Cretaceous,67,65,Dinosauria,Ornithischia,Genasauria,Cerapoda,Marginocephalia,Ceratopsia,Neoceratopsia
lesothosaurus,herbivorous,Lesotho,1.0m,,Dinosauria Ornithischia,Galton (1978),diagnosticus,https://www.nhm.ac.uk/discover/dino-directory/lesothosaurus.html,Early Jurassic,213,200,Dinosauria,Ornithischia,,,,,
liaoceratops,herbivorous,China,ceratopsian,,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia,Xu Makovicky Wang Norell and You (2002),yanzigouensis,https://www.nhm.ac.uk/discover/dino-directory/liaoceratops.html,Early Cretaceous,127,121,Dinosauria,Ornithischia,Genasauria,Cerapoda,Marginocephalia,Ceratopsia,Neoceratopsia
ligabuesaurus,herbivorous,Argentina,sauropod,24.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria,Bonaparte González Riga and Apesteguía (2006),leanzai,https://www.nhm.ac.uk/discover/dino-directory/ligabuesaurus.html,Early Cretaceous,121,99,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Macronaria
liliensternus,carnivorous,Germany,small theropod,5.0m,Dinosauria Saurischia Theropoda Neotheropoda,Huene (1934),liliensterni,https://www.nhm.ac.uk/discover/dino-directory/liliensternus.html,Late Triassic,205,202,Dinosauria,Saurischia,Theropoda,Neotheropoda,,,
lophorhothon,herbivorous,USA,euornithopod,4.5m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae,Xu Makovicky Wang Norell and You (1960),atopus,https://www.nhm.ac.uk/discover/dino-directory/lophorhothon.html,Late Cretaceous,84,71,Dinosauria,Ornithischia,Genasauria,Cerapoda,Ornithopoda,Euornithopoda,Iguanadontia
lophostropheus,carnivorous,France,large theropod,6.2m,Dinosauria Saurischia,Ezcurra and Cuny 2007 (1993),airelensis,https://www.nhm.ac.uk/discover/dino-directory/lophostropheus.html,Early Jurassic,203,196,Dinosauria,Saurischia,,,,,
lufengosaurus,herbivorous,China,sauropod,6.0m,Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria Plateosauridae,Young (1941),huenei,https://www.nhm.ac.uk/discover/dino-directory/lufengosaurus.html,Early Jurassic,200,195,Dinosauria,Saurischia,Sauropodomorpha,Prosauropoda,Plateosauria,Plateosauridae,
lurdusaurus,herbivorous,Niger,euornithopod,9.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea,Taquet &amp; Russell (1999),arenatus,https://www.nhm.ac.uk/discover/dino-directory/lurdusaurus.html,Early Cretaceous,121,112,Dinosauria,Ornithischia,Genasauria,Cerapoda,Ornithopoda,Euornithopoda,Iguanadontia
lycorhinus,herbivorous,South Africa,euornithopod,1.2m,Dinosauria Ornithischia Genasauria Cerapoda Heterodontosauridae,Haughton (1924),angustidens,https://www.nhm.ac.uk/discover/dino-directory/lycorhinus.html,Late Triassic,205,195,Dinosauria,Ornithischia,Genasauria,Cerapoda,Heterodontosauridae,,
magyarosaurus,herbivorous,Romania,sauropod,5.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,Nopcsa (1915),dacus,https://www.nhm.ac.uk/discover/dino-directory/magyarosaurus.html,Late Cretaceous,71,65,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Macronaria
maiasaura,herbivorous,USA,euornithopod,9.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae,Horner and Makela (1979),peeblesorum,https://www.nhm.ac.uk/discover/dino-directory/maiasaura.html,Late Cretaceous,80,75,Dinosauria,Ornithischia,Genasauria,Cerapoda,Ornithopoda,Euornithopoda,Iguanadontia
majungasaurus,carnivorous,Madagascar,large theropod,6.0m,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauridae,Sues &amp; Taquet (1979),atopus,https://www.nhm.ac.uk/discover/dino-directory/majungasaurus.html,Late Cretaceous,84,71,Dinosauria,Saurischia,Theropoda,Neotheropoda,Ceratosauria,Neoceratosauria,Abelisauridae
malawisaurus,herbivorous,Malawi,sauropod,9.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,Haughton (1928),dixeyi,https://www.nhm.ac.uk/discover/dino-directory/malawisaurus.html,Early Cretaceous,121,112,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Macronaria
mamenchisaurus,herbivorous,China,sauropod,22.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda,Young (1954),constructus,https://www.nhm.ac.uk/discover/dino-directory/mamenchisaurus.html,Late Jurassic,155,145,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,,
mapusaurus,carnivorous,Argentina,large theropod,13.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Allosauridae Charcharodontosauridae Giganotosaurinae,Coria and Currie (2006),roseae,https://www.nhm.ac.uk/discover/dino-directory/mapusaurus.html,Late Cretaceous,99,94,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Carnosauria
marshosaurus,carnivorous,USA,large theropod,6.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda,Madsen (1976),bicentesimus,https://www.nhm.ac.uk/discover/dino-directory/marshosaurus.html,Late Jurassic,154,142,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,
masiakasaurus,carnivorous,Madagascar,small theropod,2.0m,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauroidea Abelisauria,Sampson Carrano &amp; Forster (2001),knopfleri,https://www.nhm.ac.uk/discover/dino-directory/masiakasaurus.html,Late Cretaceous,84,71,Dinosauria,Saurischia,Theropoda,Neotheropoda,Ceratosauria,Neoceratosauria,Abelisauroidea
massospondylus,omnivorous,Zimbabwe,sauropod,4.0m,Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria Plateosauridae,Owen (1854),carinatus,https://www.nhm.ac.uk/discover/dino-directory/massospondylus.html,Early Jurassic,208,204,Dinosauria,Saurischia,Sauropodomorpha,Prosauropoda,Plateosauria,Plateosauridae,
maxakalisaurus,herbivorous,Brazil,sauropod,13.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia Saltasauridae Saltasaurinae,Kellner et al. (2006),topai,https://www.nhm.ac.uk/discover/dino-directory/maxakalisaurus.html,,,,Dinosauria,Saurischia,Sauropodomorpha,Sauropoda,Eusauropoda,Neosauropoda,Macronaria
megalosaurus,carnivorous,United Kingdom,large theropod,9.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Megalosauridae Megalosaurinae,Ritgen (1826),bucklandii,https://www.nhm.ac.uk/discover/dino-directory/megalosaurus.html,Mid Jurassic,170,155,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Spinosauroidea,Megalosauridae
melanorosaurus,omnivorous,South Africa,sauropod,12.0m,Dinosauria Saurischia Sauropodomorpha Prosauropoda Anchisauria Melanorosauridae,Haughton (1924),readi,https://www.nhm.ac.uk/discover/dino-directory/melanorosaurus.html,Late Triassic,227,221,Dinosauria,Saurischia,Sauropodomorpha,Prosauropoda,Anchisauria,Melanorosauridae,
metriacanthosaurus,carnivorous,United Kingdom,large theropod,8.2m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae,Walker (1964),parkeri,https://www.nhm.ac.uk/discover/dino-directory/metriacanthosaurus.html,Late Jurassic,159,154,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,,
microceratus,herbivorous,Mongolia,ceratopsian,0.5m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria,Bohlin (1953),gobiensis,https://www.nhm.ac.uk/discover/dino-directory/microceratus.html,Late Cretaceous,86,66,Dinosauria,Ornithischia,Genasauria,Cerapoda,Marginocephalia,Ceratopsia,Neoceratopsia
micropachycephalosaurus,herbivorous,China,ceratopsian,0.6m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Pachycephalosauria,Dong (1978),hongtuyanensis,https://www.nhm.ac.uk/discover/dino-directory/micropachycephalosaurus.html,Late Cretaceous,84,71,Dinosauria,Ornithischia,Genasauria,Cerapoda,Marginocephalia,Pachycephalosauria,
microraptor,carnivorous,China,small theropod,0.8m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae,Xu Zhou and Wang (2000),zhaoianus,https://www.nhm.ac.uk/discover/dino-directory/microraptor.html,Early Cretaceous,125,122,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
minmi,herbivorous,Australia,armoured dinosaur,3.0m,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria,Molnar (1980),paravertebra,https://www.nhm.ac.uk/discover/dino-directory/minmi.html,Early Cretaceous,121,112,Dinosauria,Ornithischia,Genasauria,Thyreophora,Ankylosauromorpha,Ankylosauria,
monolophosaurus,carnivorous,China,large theropod,5.7m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria,Zhao and Currie (1993),jiangi,https://www.nhm.ac.uk/discover/dino-directory/monolophosaurus.html,Mid Jurassic,180,159,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Carnosauria
mononykus,unknown,Mongolia,small theropod,1.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Alvarezsauridae,Perle Norell Chiappe and Clark (1993),olecranus,https://www.nhm.ac.uk/discover/dino-directory/mononykus.html,Late Cretaceous,81,68,Dinosauria,Saurischia,Theropoda,Neotheropoda,Tetanurae,Avetheropoda,Coelurosauria
